,Sentence #,Word,POS,Tag
1156,,bureau,NN,O
1157,,gave,VBD,O
1158,,the,DT,O
1159,,green,JJ,O
1160,,light,NN,O
1161,,to,TO,O
1162,,Prime,NNP,O
1163,,Minister,NNP,O
1164,,Costas,VBZ,PER
1165,,Simitis,NNPS,PER
1166,,to,TO,O
1167,,call,VB,O
1168,,snap,VB,O
1169,,elections,NNS,O
1170,,",",",",O
1171,,its,PRP$,O
1172,,general,JJ,O
1173,,secretary,NN,O
1174,,Costas,NNP,PER
1175,,Skandalidis,NNP,PER
1176,,told,VBD,O
1177,,reporters,NNS,O
1178,Sentence: 51,Prime,NNP,O
1179,,Minister,NNP,O
1180,,Costas,VBZ,PER
1181,,Simitis,NNP,PER
1182,,is,VBZ,O
1183,,going,VBG,O
1184,,to,TO,O
1185,,make,VB,O
1186,,an,DT,O
1187,,official,JJ,O
1188,,announcement,NN,O
1189,,after,IN,O
1190,,a,DT,O
1191,,cabinet,NN,O
1192,,meeting,NN,O
1193,,later,RB,O
1194,,on,IN,O
1195,,Thursday,NNP,O
1196,,",",",",O
1197,,said,VBD,O
1198,,Skandalidis,NNP,PER
1199,Sentence: 52,--,:,O
1200,,Dimitris,NNP,PER
1201,,Kontogiannis,NNP,PER
1202,,",",",",O
1203,,Athens,NNP,ORG
1204,,Newsroom,NNP,ORG
1205,,+301,NNP,O
1206,,3311812-4,CD,O
1207,,-DOCSTART-,-X-,O
1208,,BayerVB,NN,ORG
1209,,sets,VBZ,O
1210,,C$,$,MISC
1211,,100,CD,O
1212,,million,CD,O
1213,,six-year,JJ,O
1214,,bond,NN,O
1215,Sentence: 53,LONDON,NNP,LOC
1216,,1996-08-22,CD,O
1217,,The,DT,O
1218,,following,VBG,O
1219,,bond,NN,O
1220,,was,VBD,O
1221,,announced,VBN,O
1222,,by,IN,O
1223,,lead,NN,O
1224,,manager,NN,O
1225,,Toronto,NNP,PER
1226,,Dominion,NNP,PER
1227,Sentence: 54,BORROWER,NNP,O
1228,,BAYERISCHE,NNP,ORG
1229,,VEREINSBANK,NNP,ORG
1230,,AMT,NNP,O
1231,,C$,$,MISC
1232,,100,CD,O
1233,,MLN,NNP,O
1234,,COUPON,NN,O
1235,,6.625,CD,O
1236,,MATURITY,NNP,O
1237,,24.SEP.02,CD,O
1238,,TYPE,NNP,O
1239,,STRAIGHT,NNP,O
1240,,ISS,NNP,O
1241,,PRICE,NNP,O
1242,,100.92,CD,O
1243,,PAY,NN,O
1244,,DATE,NNP,O
1245,,24.SEP.96,CD,O
1246,,FULL,NNP,O
1247,,FEES,NNS,O
1248,,1.875,CD,O
1249,,REOFFER,NNP,O
1250,,99.32,CD,O
1251,,SPREAD,NNP,O
1252,,+20,CD,O
1253,,BP,NNP,O
1254,,MOODY,NNP,O
1255,,AA1,NNP,O
1256,,LISTING,NNP,O
1257,,LUX,NNP,O
1258,,PAY,NN,O
1259,,FREQ,NNS,O
1260,,=,SYM,O
1261,,S&P,NNP,ORG
1262,,=,SYM,O
1263,,DENOMS,NNP,O
1264,,(,(,O
1265,,K,NNP,O
1266,,),),O
1267,,1-10-100,CD,O
1268,,SALE,NNP,O
1269,,LIMITS,VBZ,O
1270,,US,NNP,LOC
1271,,/,SYM,O
1272,,UK,NNP,LOC
1273,,/,SYM,O
1274,,CA,VBN,LOC
1275,,NEG,NNP,O
1276,,PLG,NNP,O
1277,,NO,DT,O
1278,,CRS,NNP,O
1279,,DEFLT,NNP,O
1280,,NO,DT,O
1281,,FORCE,VBP,O
1282,,MAJ,MD,O
1283,,=,SYM,O
1284,,GOV,NNP,O
1285,,LAW,NNP,O
1286,,GERMAN,NNP,MISC
1287,,HOME,NNP,O
1288,,CTRY,NNP,O
1289,,=,SYM,O
1290,,TAX,NN,O
1291,,PROVS,NNS,O
1292,,STANDARD,VBD,O
1293,,MGT,NNP,O
1294,,/,SYM,O
1295,,UND,NNP,O
1296,,0.275,CD,O
1297,,SELL,VB,O
1298,,CONC,NNP,O
1299,,1.60,CD,O
1300,,PRAECIP,NNP,O
1301,,=,SYM,O
1302,,UNDERLYING,VBG,O
1303,,GOVT,JJ,O
1304,,BOND,NN,O
1305,,7.0,CD,O
1306,,PCT,NNP,O
1307,,SEPT,NNP,O
1308,,2001,CD,O
1309,,NOTES,NNS,O
1310,,BAYERISCHE,VBP,ORG
1311,,VEREINSBANK,NNP,ORG
1312,,IS,VBZ,O
1313,,JOINT,VBZ,O
1314,,LEAD,NNP,O
1315,,MANAGER,NN,O
1316,,--,:,O
1317,,London,NNP,ORG
1318,,Newsroom,NNP,ORG
1319,,+44,CD,O
1320,,171,CD,O
1321,,542,CD,O
1322,,7658,CD,O
1323,,-DOCSTART-,-X-,O
1324,,Venantius,JJ,ORG
1325,,sets,NNS,O
1326,,$,$,O
1327,,300,CD,O
1328,,million,CD,O
1329,,January,NNP,O
1330,,1999,CD,O
1331,,FRN,NNP,O
1332,Sentence: 55,LONDON,NNP,LOC
1333,,1996-08-22,CD,O
1334,,The,DT,O
1335,,following,VBG,O
1336,,floating-rate,NN,O
1337,,issue,NN,O
1338,,was,VBD,O
1339,,announced,VBN,O
1340,,by,IN,O
1341,,lead,NN,O
1342,,manager,NN,O
1343,,Lehman,NNP,ORG
1344,,Brothers,NNPS,ORG
1345,,International,NNP,ORG
1346,Sentence: 56,BORROWER,NNP,O
1347,,VENANTIUS,NNP,ORG
1348,,AB,NNP,ORG
1349,,(,(,O
1350,,SWEDISH,NNP,MISC
1351,,NATIONAL,NNP,O
1352,,MORTGAGE,NNP,O
1353,,AGENCY,NN,O
1354,,),),O
1355,,AMT,NNP,O
1356,,$,$,O
1357,,300,CD,O
1358,,MLN,NNP,O
1359,,SPREAD,NNP,O
1360,,-,:,O
1361,,12.5,CD,O
1362,,BP,NNP,O
1363,,MATURITY,NNP,O
1364,,21.JAN.99,CD,O
1365,,TYPE,NNP,O
1366,,FRN,NNP,O
1367,,BASE,NNP,O
1368,,3M,NNP,ORG
1369,,LIBOR,NNP,O
1370,,PAY,NN,O
1371,,DATE,NNP,O
1372,,S23.SEP.96,NNP,O
1373,,LAST,NNS,O
1374,,MOODY,NNP,O
1375,,AA3,NNP,O
1376,,ISS,NNP,O
1377,,PRICE,NNP,O
1378,,99.956,CD,O
1379,,FULL,NNP,O
1380,,FEES,NNS,O
1381,,10,CD,O
1382,,BP,NNP,O
1383,,LAST,NNP,O
1384,,S&P,NNP,ORG
1385,,AA+,NNP,O
1386,,REOFFER,NN,O
1387,,=,SYM,O
1388,,NOTES,NNS,O
1389,,S,NNP,O
1390,,SHORT,NNP,O
1391,,FIRST,NNP,O
1392,,COUPON,NNP,O
1393,,LISTING,VBG,O
1394,,LONDON,NNP,LOC
1395,,DENOMS,NNP,O
1396,,(,(,O
1397,,K,NNP,O
1398,,),),O
1399,,1-10-100,CD,O
1400,,SALE,NNP,O
1401,,LIMITS,VBZ,O
1402,,US,NNP,LOC
1403,,/,SYM,O
1404,,UK,NNP,LOC
1405,,/,SYM,O
1406,,JP,NNP,LOC
1407,,/,SYM,O
1408,,FR,VBN,LOC
1409,,NEG,NNP,O
1410,,PLG,NNP,O
1411,,YES,NNP,O
1412,,CRS,NNP,O
1413,,DEFLT,NNP,O
1414,,NO,DT,O
1415,,FORCE,VBP,O
1416,,MAJ,MD,O
1417,,IPMA,NNP,O
1418,,2,CD,O
1419,,GOV,NNP,O
1420,,LAW,NNP,O
1421,,ENGLISH,NNP,MISC
1422,,HOME,NNP,O
1423,,CTRY,NNP,O
1424,,SWEDEN,NNP,LOC
1425,,TAX,NN,O
1426,,PROVS,NNS,O
1427,,STANDARD,VBD,O
1428,,MGT,NNP,O
1429,,/,SYM,O
1430,,UND,NNP,O
1431,,5,CD,O
1432,,BP,NNP,O
1433,,SELL,VB,O
1434,,CONC,NNP,O
1435,,5,CD,O
1436,,BP,NNP,O
1437,,PRAECIP,NNP,O
1438,,=,SYM,O
1439,,NOTES,NNS,O
1440,,ISSUED,VBD,O
1441,,OFF,NN,O
1442,,EMTN,NNP,O
1443,,PROGRAMME,NNP,O
1444,,--,:,O
1445,,London,NNP,ORG
1446,,Newsroom,NNP,ORG
1447,,+44,CD,O
1448,,171,CD,O
1449,,542,CD,O
1450,,8863,CD,O
1451,,-DOCSTART-,-X-,O
1452,,Port,NN,O
1453,,conditions,NNS,O
1454,,update,VBP,O
1455,,-,:,O
1456,,Syria,NNP,LOC
1457,,-,:,O
1458,,Lloyds,NNP,ORG
1459,,Shipping,NNP,ORG
1460,Sentence: 57,Port,NN,O
1461,,conditions,NNS,O
1462,,from,IN,O
1463,,Lloyds,NNP,ORG
1464,,Shipping,NNP,ORG
1465,,Intelligence,NNP,ORG
1466,,Service,NNP,ORG
1467,,--,:,O
1468,,LATTAKIA,NNP,LOC
1469,,",",",",O
1470,,Aug,NNP,O
1471,,10,CD,O
1472,,-,:,O
1473,,waiting,VBG,O
1474,,time,NN,O
1475,,at,IN,O
1476,,Lattakia,NNP,LOC
1477,,and,CC,O
1478,,Tartous,NNP,LOC
1479,,presently,RB,O
1480,,24,CD,O
1481,,hours,NNS,O
1482,Sentence: 58,-DOCSTART-,-X-,O
1483,,Israel,NNP,LOC
1484,,plays,VBZ,O
1485,,down,RP,O
1486,,fears,NNS,O
1487,,of,IN,O
1488,,war,NN,O
1489,,with,IN,O
1490,,Syria,NNP,LOC
1491,Sentence: 59,Colleen,NNP,PER
1492,,Siegel,NNP,PER
1493,,JERUSALEM,VBN,LOC
1494,,1996-08-22,CD,O
1495,,Israel,NNP,LOC
1496,,'s,POS,O
1497,,outgoing,JJ,O
1498,,peace,NN,O
1499,,negotiator,NN,O
1500,,with,IN,O
1501,,Syria,NNP,LOC
1502,,said,VBD,O
1503,,on,IN,O
1504,,Thursday,NNP,O
1505,,current,JJ,O
1506,,tensions,NNS,O
1507,,between,IN,O
1508,,the,DT,O
1509,,two,CD,O
1510,,countries,NNS,O
1511,,appeared,VBD,O
1512,,to,TO,O
1513,,be,VB,O
1514,,a,DT,O
1515,,storm,NN,O
1516,,in,IN,O
1517,,a,DT,O
1518,,teacup,NN,O
1519,Sentence: 60,Itamar,NNP,PER
1520,,Rabinovich,NNP,PER
1521,,",",",",O
1522,,who,WP,O
1523,,as,IN,O
1524,,Israel,NNP,LOC
1525,,'s,POS,O
1526,,ambassador,NN,O
1527,,to,TO,O
1528,,Washington,NNP,LOC
1529,,conducted,VBD,O
1530,,unfruitful,JJ,O
1531,,negotiations,NNS,O
1532,,with,IN,O
1533,,Syria,NNP,LOC
1534,,",",",",O
1535,,told,VBD,O
1536,,Israel,NNP,ORG
1537,,Radio,NNP,ORG
1538,,it,PRP,O
1539,,looked,VBD,O
1540,,like,IN,O
1541,,Damascus,NNP,LOC
1542,,wanted,VBD,O
1543,,to,TO,O
1544,,talk,VB,O
1545,,rather,RB,O
1546,,than,IN,O
1547,,fight,NN,O
1548,Sentence: 61,It,PRP,O
1549,,appears,VBZ,O
1550,,to,TO,O
1551,,me,PRP,O
1552,,the,DT,O
1553,,Syrian,JJ,MISC
1554,,priority,NN,O
1555,,is,VBZ,O
1556,,still,RB,O
1557,,to,TO,O
1558,,negotiate,VB,O
1559,Sentence: 62,The,DT,O
1560,,Syrians,NNPS,MISC
1561,,are,VBP,O
1562,,confused,VBN,O
1563,,",",",",O
1564,,they,PRP,O
1565,,are,VBP,O
1566,,definitely,RB,O
1567,,tense,JJ,O
1568,,",",",",O
1569,,but,CC,O
1570,,the,DT,O
1571,,general,JJ,O
1572,,assessment,NN,O
1573,,here,RB,O
1574,,in,IN,O
1575,,Washington,NNP,LOC
1576,,is,VBZ,O
1577,,that,IN,O
1578,,this,DT,O
1579,,is,VBZ,O
1580,,essentially,RB,O
1581,,a,DT,O
1582,,storm,NN,O
1583,,in,IN,O
1584,,a,DT,O
1585,,teacup,NN,O
1586,,",",",",O
1587,,he,PRP,O
1588,,said,VBD,O
1589,Sentence: 63,Rabinovich,NN,PER
1590,,is,VBZ,O
1591,,winding,VBG,O
1592,,up,RP,O
1593,,his,PRP$,O
1594,,term,NN,O
1595,,as,IN,O
1596,,ambassador,NN,O
1597,Sentence: 64,He,PRP,O
1598,,will,MD,O
1599,,be,VB,O
1600,,replaced,VBN,O
1601,,by,IN,O
1602,,Eliahu,NNP,PER
1603,,Ben-Elissar,NNP,PER
1604,,",",",",O
1605,,a,DT,O
1606,,former,JJ,O
1607,,Israeli,JJ,MISC
1608,,envoy,NN,O
1609,,to,TO,O
1610,,Egypt,NNP,LOC
1611,,and,CC,O
1612,,right-wing,JJ,O
1613,,Likud,NNP,ORG
1614,,party,NN,O
1615,,politician,NN,O
1616,Sentence: 65,Israel,NNP,LOC
1617,,on,IN,O
1618,,Wednesday,NNP,O
1619,,sent,VBD,O
1620,,Syria,NNP,LOC
1621,,a,DT,O
1622,,message,NN,O
1623,,",",",",O
1624,,via,IN,O
1625,,Washington,NNP,LOC
1626,,",",",",O
1627,,saying,VBG,O
1628,,it,PRP,O
1629,,was,VBD,O
1630,,committed,VBN,O
1631,,to,TO,O
1632,,peace,NN,O
1633,,and,CC,O
1634,,wanted,VBD,O
1635,,to,TO,O
1636,,open,VB,O
1637,,negotiations,NNS,O
1638,,without,IN,O
1639,,preconditions,NNS,O
1640,Sentence: 66,But,CC,O
1641,,it,PRP,O
1642,,slammed,VBD,O
1643,,Damascus,NNP,LOC
1644,,for,IN,O
1645,,creating,VBG,O
1646,,what,WP,O
1647,,it,PRP,O
1648,,called,VBD,O
1649,,a,DT,O
1650,,dangerous,JJ,O
1651,,atmosphere,NN,O
1652,Sentence: 67,Syria,NNP,LOC
1653,,accused,VBD,O
1654,,Israel,NNP,LOC
1655,,on,IN,O
1656,,Wednesday,NNP,O
1657,,of,IN,O
1658,,launching,VBG,O
1659,,a,DT,O
1660,,hysterical,JJ,O
1661,,campaign,NN,O
1662,,against,IN,O
1663,,it,PRP,O
1664,,after,IN,O
1665,,Israeli,JJ,MISC
1666,,television,NN,O
1667,,reported,VBD,O
1668,,that,IN,O
1669,,Damascus,NNP,LOC
1670,,had,VBD,O
1671,,recently,RB,O
1672,,test,VB,O
1673,,fired,VBN,O
1674,,a,DT,O
1675,,missile,NN,O
1676,Sentence: 68,It,PRP,O
1677,,said,VBD,O
1678,,its,PRP$,O
1679,,arms,NNS,O
1680,,purchases,NNS,O
1681,,were,VBD,O
1682,,for,IN,O
1683,,defensive,JJ,O
1684,,purposes,NNS,O
1685,Sentence: 69,The,DT,O
1686,,message,NN,O
1687,,that,IN,O
1688,,we,PRP,O
1689,,sent,VBD,O
1690,,to,TO,O
1691,,(,(,O
1692,,Syrian,JJ,MISC
1693,,President,NNP,O
1694,,Hafez,NNP,PER
1695,,al-,JJ,PER
1696,,),),O
1697,,Assad,NN,PER
1698,,is,VBZ,O
1699,,that,IN,O
1700,,Israel,NNP,LOC
1701,,is,VBZ,O
1702,,ready,JJ,O
1703,,at,IN,O
1704,,any,DT,O
1705,,time,NN,O
1706,,without,IN,O
1707,,preconditions,NNS,O
1708,,to,TO,O
1709,,enter,VB,O
1710,,peace,NN,O
1711,,negotiations,NNS,O
1712,,",",",",O
1713,,Israeli,JJ,MISC
1714,,Foreign,NNP,O
1715,,Minister,NNP,O
1716,,David,NNP,PER
1717,,Levy,NNP,PER
1718,,told,VBD,O
1719,,Israel,NNP,ORG
1720,,Radio,NNP,ORG
1721,,in,IN,O
1722,,an,DT,O
1723,,interview,NN,O
1724,Sentence: 70,Tension,NN,O
1725,,has,VBZ,O
1726,,mounted,VBN,O
1727,,since,IN,O
1728,,Israeli,NNP,MISC
1729,,Prime,NNP,O
1730,,Minister,NNP,O
1731,,Benjamin,NNP,PER
1732,,Netanyahu,NNP,PER
1733,,took,VBD,O
1734,,office,NN,O
1735,,in,IN,O
1736,,June,NNP,O
1737,,vowing,VBG,O
1738,,to,TO,O
1739,,retain,VB,O
1740,,the,DT,O
1741,,Golan,NNP,LOC
1742,,Heights,NNPS,LOC
1743,,Israel,NNP,LOC
1744,,captured,VBD,O
1745,,from,IN,O
1746,,Syria,NNP,LOC
1747,,in,IN,O
1748,,the,DT,O
1749,,1967,CD,O
1750,,Middle,NNP,LOC
1751,,East,NNP,LOC
1752,,war,NN,O
1753,Sentence: 71,Israeli-Syrian,JJ,MISC
1754,,peace,NN,O
1755,,talks,NNS,O
1756,,have,VBP,O
1757,,been,VBN,O
1758,,deadlocked,VBN,O
1759,,over,IN,O
1760,,the,DT,O
1761,,Golan,NNP,LOC
1762,,since,IN,O
1763,,1991,CD,O
1764,,despite,IN,O
1765,,the,DT,O
1766,,previous,JJ,O
1767,,government,NN,O
1768,,'s,POS,O
1769,,willingness,NN,O
1770,,to,TO,O
1771,,make,VB,O
1772,,Golan,JJ,LOC
1773,,concessions,NNS,O
1774,Sentence: 72,Peace,NN,O
1775,,talks,NNS,O
1776,,between,IN,O
1777,,the,DT,O
1778,,two,CD,O
1779,,sides,NNS,O
1780,,were,VBD,O
1781,,last,JJ,O
1782,,held,VBN,O
1783,,in,IN,O
1784,,February,NNP,O
1785,Sentence: 73,The,DT,O
1786,,voices,NNS,O
1787,,coming,VBG,O
1788,,out,IN,O
1789,,of,IN,O
1790,,Damascus,NNP,LOC
1791,,are,VBP,O
1792,,bad,JJ,O
1793,,",",",",O
1794,,not,RB,O
1795,,good,JJ,O
1796,Sentence: 74,The,DT,O
1797,,media,NNS,O
1798,,...,:,O
1799,,are,VBP,O
1800,,full,JJ,O
1801,,of,IN,O
1802,,expressions,NNS,O
1803,,and,CC,O
1804,,declarations,NNS,O
1805,,that,WDT,O
1806,,must,MD,O
1807,,be,VB,O
1808,,worrying,VBG,O
1809,,...,:,O
1810,,this,DT,O
1811,,artificial,JJ,O
1812,,atmosphere,NN,O
1813,,is,VBZ,O
1814,,very,RB,O
1815,,dangerous,JJ,O
1816,,because,IN,O
1817,,those,DT,O
1818,,who,WP,O
1819,,spread,NN,O
1820,,it,PRP,O
1821,,could,MD,O
1822,,become,VB,O
1823,,its,PRP$,O
1824,,prisoners,NNS,O
1825,,",",",",O
1826,,Levy,NNP,PER
1827,,said,VBD,O
1828,Sentence: 75,We,PRP,O
1829,,expect,VB,O
1830,,from,IN,O
1831,,Syria,NNP,LOC
1832,,",",",",O
1833,,if,IN,O
1834,,its,PRP$,O
1835,,face,NN,O
1836,,is,VBZ,O
1837,,to,TO,O
1838,,peace,NN,O
1839,,",",",",O
1840,,that,IN,O
1841,,it,PRP,O
1842,,will,MD,O
1843,,answer,VB,O
1844,,Israel,NNP,LOC
1845,,'s,POS,O
1846,,message,NN,O
1847,,to,TO,O
1848,,enter,VB,O
1849,,peace,NN,O
1850,,negotiations,NNS,O
1851,,because,IN,O
1852,,that,DT,O
1853,,is,VBZ,O
1854,,our,PRP$,O
1855,,goal,NN,O
1856,,",",",",O
1857,,he,PRP,O
1858,,said,VBD,O
1859,Sentence: 76,We,PRP,O
1860,,do,VBP,O
1861,,not,RB,O
1862,,want,VB,O
1863,,a,DT,O
1864,,war,NN,O
1865,,",",",",O
1866,,God,NNP,PER
1867,,forbid,VB,O
1868,Sentence: 77,No,DT,O
1869,,one,CD,O
1870,,benefits,NNS,O
1871,,from,IN,O
1872,,wars,NNS,O
1873,Sentence: 78,Israel,NNP,LOC
1874,,'s,POS,O
1875,,Channel,NNP,ORG
1876,,Two,CD,ORG
1877,,television,NN,O
1878,,said,VBD,O
1879,,Damascus,NNP,LOC
1880,,had,VBD,O
1881,,sent,VBN,O
1882,,a,DT,O
1883,,calming,JJ,O
1884,,signal,NN,O
1885,,to,TO,O
1886,,Israel,NNP,LOC
1887,Sentence: 79,It,PRP,O
1888,,gave,VBD,O
1889,,no,DT,O
1890,,source,NN,O
1891,,for,IN,O
1892,,the,DT,O
1893,,report,NN,O
1894,Sentence: 80,Netanyahu,NNS,PER
1895,,and,CC,O
1896,,Levy,NNP,PER
1897,,'s,POS,O
1898,,spokesmen,NNS,O
1899,,said,VBD,O
1900,,they,PRP,O
1901,,could,MD,O
1902,,not,RB,O
1903,,confirm,VB,O
1904,,it,PRP,O
1905,Sentence: 81,The,DT,O
1906,,television,NN,O
1907,,also,RB,O
1908,,said,VBD,O
1909,,that,IN,O
1910,,Netanyahu,NNP,PER
1911,,had,VBD,O
1912,,sent,VBN,O
1913,,messages,NNS,O
1914,,to,TO,O
1915,,reassure,VB,O
1916,,Syria,NNP,LOC
1917,,via,IN,O
1918,,Cairo,NNP,LOC
1919,,",",",",O
1920,,the,DT,O
1921,,United,NNP,LOC
1922,,States,NNPS,LOC
1923,,and,CC,O
1924,,Moscow,NNP,LOC
1925,Sentence: 82,-DOCSTART-,-X-,O
1926,,Polish,JJ,MISC
1927,,diplomat,NN,O
1928,,denies,VBZ,O
1929,,nurses,NNS,O
1930,,stranded,VBN,O
1931,,in,IN,O
1932,,Libya,NNP,LOC
1933,Sentence: 83,TUNIS,NNS,LOC
1934,,1996-08-22,CD,O
1935,,A,DT,O
1936,,Polish,JJ,MISC
1937,,diplomat,NN,O
1938,,on,IN,O
1939,,Thursday,NNP,O
1940,,denied,VBD,O
1941,,a,DT,O
1942,,Polish,JJ,MISC
1943,,tabloid,JJ,O
1944,,report,NN,O
1945,,this,DT,O
1946,,week,NN,O
1947,,that,IN,O
1948,,Libya,NNP,LOC
1949,,was,VBD,O
1950,,refusing,VBG,O
1951,,exit,NN,O
1952,,visas,NNS,O
1953,,to,TO,O
1954,,100,CD,O
1955,,Polish,JJ,MISC
1956,,nurses,NNS,O
1957,,trying,VBG,O
1958,,to,TO,O
1959,,return,VB,O
1960,,home,NN,O
1961,,after,IN,O
1962,,working,VBG,O
1963,,in,IN,O
1964,,the,DT,O
1965,,North,JJ,MISC
1966,,African,JJ,MISC
1967,,country,NN,O
1968,Sentence: 84,This,DT,O
1969,,is,VBZ,O
1970,,not,RB,O
1971,,true,JJ,O
1972,Sentence: 85,Up,IN,O
1973,,to,TO,O
1974,,today,NN,O
1975,,",",",",O
1976,,we,PRP,O
1977,,have,VBP,O
1978,,no,DT,O
1979,,knowledge,NN,O
1980,,of,IN,O
1981,,any,DT,O
1982,,nurse,NN,O
1983,,stranded,VBN,O
1984,,or,CC,O
1985,,kept,VBD,O
1986,,in,IN,O
1987,,Libya,NNP,LOC
1988,,without,IN,O
1989,,her,PRP$,O
1990,,will,NN,O
1991,,",",",",O
1992,,and,CC,O
1993,,we,PRP,O
1994,,have,VBP,O
1995,,not,RB,O
1996,,received,VBN,O
1997,,any,DT,O
1998,,complaint,NN,O
1999,,",",",",O
2000,,the,DT,O
2001,,Polish,JJ,MISC
2002,,embassy,NN,O
2003,,'s,POS,O
2004,,charge,NN,O
2005,,d'affaires,NNS,O
2006,,in,IN,O
2007,,Tripoli,NNP,LOC
2008,,",",",",O
2009,,Tadeusz,NNP,PER
2010,,Awdankiewicz,NNP,PER
2011,,",",",",O
2012,,told,VBD,O
2013,,Reuters,NNP,ORG
2014,,by,IN,O
2015,,telephone,NN,O
2016,Sentence: 86,Poland,NNP,LOC
2017,,'s,POS,O
2018,,labour,NN,O
2019,,ministry,NN,O
2020,,said,VBD,O
2021,,this,DT,O
2022,,week,NN,O
2023,,it,PRP,O
2024,,would,MD,O
2025,,send,VB,O
2026,,a,DT,O
2027,,team,NN,O
2028,,to,TO,O
2029,,Libya,NNP,LOC
2030,,to,TO,O
2031,,investigate,VB,O
2032,,",",",",O
2033,,but,CC,O
2034,,Awdankiewicz,NNP,PER
2035,,said,VBD,O
2036,,the,DT,O
2037,,probe,NN,O
2038,,was,VBD,O
2039,,prompted,VBN,O
2040,,by,IN,O
2041,,some,DT,O
2042,,nurses,NNS,O
2043,,complaining,VBG,O
2044,,about,IN,O
2045,,their,PRP$,O
2046,,work,NN,O
2047,,conditions,NNS,O
2048,,such,JJ,O
2049,,as,IN,O
2050,,non-payment,NN,O
2051,,of,IN,O
2052,,their,PRP$,O
2053,,salaries,NNS,O
2054,Sentence: 87,He,PRP,O
2055,,said,VBD,O
2056,,that,IN,O
2057,,there,EX,O
2058,,are,VBP,O
2059,,an,DT,O
2060,,estimated,VBN,O
2061,,800,CD,O
2062,,Polish,JJ,MISC
2063,,nurses,NNS,O
2064,,working,VBG,O
2065,,in,IN,O
2066,,Libya,NNP,LOC
2067,Sentence: 88,-DOCSTART-,-X-,O
2068,,Two,CD,O
2069,,Iranian,JJ,MISC
2070,,opposition,NN,O
2071,,leaders,NNS,O
2072,,meet,VBP,O
2073,,in,IN,O
2074,,Baghdad,NNP,LOC
2075,Sentence: 89,Hassan,NNP,PER
2076,,Hafidh,NNP,PER
2077,,BAGHDAD,NNP,LOC
2078,,1996-08-22,CD,O
2079,,An,DT,O
2080,,Iranian,JJ,MISC
2081,,exile,NN,O
2082,,group,NN,O
2083,,based,VBN,O
2084,,in,IN,O
2085,,Iraq,NNP,LOC
2086,,vowed,VBD,O
2087,,on,IN,O
2088,,Thursday,NNP,O
2089,,to,TO,O
2090,,extend,VB,O
2091,,support,NN,O
2092,,to,TO,O
2093,,Iran,NNP,LOC
2094,,'s,POS,O
2095,,Kurdish,NNP,MISC
2096,,rebels,NNS,O
2097,,after,IN,O
2098,,they,PRP,O
2099,,were,VBD,O
2100,,attacked,VBN,O
2101,,by,IN,O
2102,,Iranian,JJ,MISC
2103,,troops,NNS,O
2104,,deep,RB,O
2105,,inside,IN,O
2106,,Iraq,NNP,LOC
2107,,last,JJ,O
2108,,month,NN,O
2109,Sentence: 90,A,DT,O
2110,,Mujahideen,NNP,ORG
2111,,Khalq,NNP,ORG
2112,,statement,NN,O
2113,,said,VBD,O
2114,,its,PRP$,O
2115,,leader,NN,O
2116,,Massoud,NNP,PER
2117,,Rajavi,NNP,PER
2118,,met,VBD,O
2119,,in,IN,O
2120,,Baghdad,NNP,LOC
2121,,the,DT,O
2122,,Secretary-General,NNP,O
2123,,of,IN,O
2124,,the,DT,O
2125,,Kurdistan,NNP,ORG
2126,,Democratic,NNP,ORG
2127,,Party,NNP,ORG
2128,,of,IN,ORG
2129,,Iran,NNP,ORG
2130,,(,(,O
2131,,KDPI,NNP,ORG
2132,,),),O
2133,,Hassan,NNP,PER
2134,,Rastegar,NNP,PER
2135,,on,IN,O
2136,,Wednesday,NNP,O
2137,,and,CC,O
2138,,voiced,VBD,O
2139,,his,PRP$,O
2140,,support,NN,O
2141,,to,TO,O
2142,,Iran,NNP,LOC
2143,,'s,POS,O
2144,,rebel,NN,O
2145,,Kurds,NNPS,MISC
2146,Sentence: 91,Rajavi,NNP,MISC
2147,,emphasised,VBD,O
2148,,that,IN,O
2149,,the,DT,O
2150,,Iranian,JJ,MISC
2151,,Resistance,NN,ORG
2152,,would,MD,O
2153,,continue,VB,O
2154,,to,TO,O
2155,,stand,VB,O
2156,,side,NN,O
2157,,by,IN,O
2158,,side,NN,O
2159,,with,IN,O
2160,,their,PRP$,O
2161,,Kurdish,JJ,MISC
2162,,compatriots,NNS,O
2163,,and,CC,O
2164,,the,DT,O
2165,,resistance,NN,O
2166,,movement,NN,O
2167,,in,IN,O
2168,,Iranian,NNP,LOC
2169,,Kurdistan,NNP,LOC
2170,,",",",",O
2171,,it,PRP,O
2172,,said,VBD,O
2173,Sentence: 92,A,DT,O
2174,,spokesman,NN,O
2175,,for,IN,O
2176,,the,DT,O
2177,,group,NN,O
2178,,said,VBD,O
2179,,the,DT,O
2180,,meeting,NN,O
2181,,signals,NNS,O
2182,,a,DT,O
2183,,new,JJ,O
2184,,level,NN,O
2185,,of,IN,O
2186,,cooperation,NN,O
2187,,between,IN,O
2188,,Mujahideen,NNP,ORG
2189,,Khalq,NNP,ORG
2190,,and,CC,O
2191,,the,DT,O
2192,,Iranian,NNP,MISC
2193,,Kurdish,NNP,MISC
2194,,oppositions,VBZ,O
